@relation <train.arff>
@ATTRIBUTE Attribute_1 NUMERIC
@ATTRIBUTE Attribute_2 NUMERIC
@ATTRIBUTE Attribute_3 NUMERIC
@ATTRIBUTE Attribute_4 NUMERIC
@ATTRIBUTE Attribute_5 NUMERIC
@ATTRIBUTE Attribute_6 NUMERIC
@ATTRIBUTE Attribute_7 NUMERIC
@ATTRIBUTE Attribute_8 NUMERIC
@ATTRIBUTE Attribute_9 NUMERIC
@ATTRIBUTE Attribute_10 NUMERIC
@ATTRIBUTE Attribute_11 NUMERIC
@ATTRIBUTE Attribute_12 NUMERIC
@ATTRIBUTE Attribute_13 NUMERIC
@ATTRIBUTE Attribute_14 NUMERIC
@ATTRIBUTE Attribute_15 NUMERIC
@ATTRIBUTE Attribute_16 NUMERIC
@ATTRIBUTE Attribute_17 NUMERIC
@ATTRIBUTE Attribute_18 NUMERIC
@ATTRIBUTE class {0,1,2,3}
@data
32.00,8063.00,3959512.00,11.00,93948.00,59.00,46.00,44.00,121.00,112.00,65.00,49.00,30.00,60785.00,1085717.00,231278.00,579659.00,606186.00,0
27.00,9459.00,4101378.00,13.00,168132.00,49.00,48.00,99.00,118.00,78.00,67.00,72.00,24.00,603399.00,543623.00,41069.00,601977.00,105040.00,1
22.00,8582.00,4209835.00,15.00,114612.00,69.00,57.00,85.00,78.00,93.00,122.00,49.00,33.00,256244.00,233315.00,5.00,5.00,5.00,1
24.00,8901.00,4951656.00,14.00,167707.00,124.00,62.00,89.00,69.00,101.00,121.00,43.00,45.00,1154288.00,221533.00,5.00,5.00,5.00,1
30.00,8218.00,4041843.00,10.00,181453.00,89.00,54.00,73.00,87.00,50.00,99.00,77.00,33.00,1020228.00,437260.00,346436.00,343213.00,712427.00,1
25.00,7937.00,4560429.00,12.00,154843.00,76.00,92.00,87.00,53.00,54.00,60.00,82.00,44.00,1039993.00,1117745.00,107573.00,304234.00,354366.00,3
28.00,3414.00,4181638.00,12.00,157064.00,105.00,92.00,118.00,98.00,51.00,113.00,127.00,44.00,1134008.00,1126406.00,5.00,5.00,5.00,1
33.00,8161.00,3906321.00,14.00,147894.00,117.00,85.00,74.00,103.00,107.00,117.00,97.00,34.00,496223.00,104831.00,532992.00,742731.00,648151.00,0
22.00,4176.00,5001181.00,15.00,165273.00,119.00,119.00,41.00,93.00,94.00,112.00,48.00,40.00,142669.00,617729.00,259786.00,255563.00,136580.00,2
28.00,3902.00,4794748.00,14.00,209965.00,79.00,121.00,90.00,49.00,101.00,125.00,71.00,24.00,113921.00,431453.00,591927.00,748574.00,111325.00,3
23.00,7346.00,4404037.00,12.00,116402.00,71.00,39.00,86.00,39.00,61.00,69.00,70.00,39.00,732931.00,1166299.00,465449.00,568736.00,289043.00,3
28.00,10390.00,4629458.00,10.00,203934.00,89.00,96.00,84.00,63.00,77.00,109.00,58.00,42.00,1118414.00,726324.00,65843.00,411638.00,721381.00,0
33.00,7600.00,4744693.00,13.00,205688.00,61.00,126.00,57.00,51.00,66.00,83.00,128.00,31.00,758053.00,142633.00,50252.00,491045.00,809017.00,2
31.00,7266.00,4620136.00,12.00,173003.00,64.00,123.00,120.00,64.00,98.00,112.00,106.00,33.00,597803.00,901521.00,541325.00,756089.00,339377.00,3
34.00,10182.00,4710446.00,12.00,139330.00,98.00,121.00,111.00,40.00,94.00,55.00,75.00,32.00,77798.00,49400.00,386514.00,685573.00,22290.00,0
31.00,11097.00,3918585.00,14.00,119972.00,75.00,89.00,112.00,68.00,115.00,126.00,47.00,38.00,988366.00,915890.00,5.00,5.00,5.00,0
30.00,11355.00,4496695.00,14.00,96452.00,59.00,86.00,45.00,79.00,98.00,113.00,108.00,30.00,1059155.00,855457.00,416593.00,138920.00,633169.00,0
26.00,8082.00,5007535.00,11.00,181521.00,66.00,54.00,51.00,90.00,120.00,91.00,68.00,37.00,1129306.00,102565.00,5.00,5.00,5.00,2
34.00,9591.00,4815699.00,11.00,116377.00,68.00,103.00,45.00,74.00,125.00,57.00,74.00,25.00,837674.00,252756.00,5.00,5.00,5.00,2
23.00,10784.00,3904640.00,14.00,105531.00,104.00,62.00,84.00,53.00,101.00,81.00,123.00,36.00,1192364.00,1117116.00,431716.00,48255.00,268942.00,1
24.00,4207.00,4617520.00,13.00,194461.00,45.00,74.00,56.00,121.00,111.00,58.00,56.00,24.00,49913.00,800560.00,365406.00,807218.00,589773.00,3
26.00,9403.00,4318574.00,14.00,221498.00,45.00,109.00,76.00,118.00,106.00,66.00,89.00,23.00,749028.00,14551.00,5.00,5.00,5.00,0
22.00,9046.00,4774366.00,10.00,222051.00,71.00,68.00,51.00,82.00,104.00,89.00,101.00,28.00,881682.00,524622.00,181237.00,155253.00,52241.00,0
25.00,7940.00,4330272.00,15.00,151597.00,39.00,101.00,91.00,113.00,95.00,110.00,44.00,32.00,922015.00,1146914.00,21081.00,136255.00,172170.00,0
24.00,7142.00,5014890.00,15.00,107096.00,39.00,62.00,104.00,74.00,120.00,124.00,74.00,27.00,346552.00,465130.00,5.00,5.00,5.00,2
25.00,10965.00,4660298.00,11.00,158558.00,53.00,118.00,112.00,114.00,122.00,117.00,107.00,30.00,726938.00,905009.00,5.00,5.00,5.00,3
22.00,7579.00,4175786.00,13.00,159041.00,56.00,124.00,96.00,84.00,75.00,62.00,102.00,38.00,266207.00,8248.00,5.00,5.00,5.00,3
34.00,8702.00,4306848.00,14.00,223196.00,119.00,101.00,59.00,108.00,67.00,43.00,68.00,40.00,54743.00,390760.00,197060.00,388410.00,332045.00,3
31.00,4381.00,4681537.00,15.00,176056.00,93.00,59.00,117.00,108.00,125.00,71.00,92.00,43.00,305239.00,918551.00,540572.00,534398.00,731529.00,2
32.00,3289.00,4835289.00,12.00,158537.00,127.00,59.00,75.00,85.00,41.00,63.00,76.00,33.00,148542.00,1144583.00,72390.00,487371.00,411691.00,0
33.00,7251.00,4483155.00,15.00,180714.00,82.00,122.00,44.00,65.00,126.00,61.00,98.00,27.00,514943.00,1003787.00,603971.00,365352.00,785026.00,0
25.00,5441.00,4307225.00,15.00,141877.00,68.00,97.00,89.00,72.00,72.00,56.00,64.00,22.00,374668.00,1126682.00,205762.00,307451.00,71909.00,2
28.00,3695.00,4790629.00,13.00,212007.00,68.00,39.00,108.00,109.00,57.00,45.00,47.00,42.00,386770.00,696843.00,176307.00,213521.00,400838.00,0
31.00,7030.00,4322008.00,10.00,219360.00,104.00,70.00,61.00,64.00,118.00,99.00,62.00,41.00,873343.00,942992.00,798150.00,777618.00,394841.00,1
25.00,5511.00,3940425.00,15.00,97541.00,99.00,40.00,50.00,69.00,122.00,80.00,53.00,30.00,307802.00,144801.00,581060.00,53848.00,216317.00,2
32.00,11736.00,4849345.00,13.00,198687.00,115.00,117.00,116.00,57.00,122.00,89.00,90.00,39.00,1133772.00,391686.00,151844.00,374624.00,118771.00,1
30.00,9288.00,4611125.00,12.00,104125.00,52.00,118.00,53.00,85.00,115.00,58.00,78.00,43.00,169137.00,86864.00,539235.00,520860.00,143833.00,1
28.00,5144.00,3986007.00,14.00,117919.00,79.00,70.00,123.00,76.00,92.00,44.00,87.00,34.00,235200.00,1163305.00,423808.00,203698.00,593866.00,0
28.00,9867.00,4367201.00,13.00,210688.00,86.00,87.00,102.00,53.00,119.00,124.00,65.00,25.00,1046235.00,270893.00,806651.00,68337.00,348445.00,1
29.00,6252.00,4520611.00,10.00,128569.00,95.00,103.00,57.00,59.00,88.00,96.00,72.00,28.00,484562.00,738607.00,669598.00,538205.00,674065.00,2
22.00,4618.00,3861613.00,13.00,113578.00,89.00,105.00,127.00,75.00,81.00,87.00,78.00,22.00,531116.00,947553.00,5.00,5.00,5.00,0
30.00,4685.00,4927872.00,11.00,191535.00,74.00,67.00,92.00,60.00,88.00,109.00,114.00,32.00,497247.00,1126028.00,5.00,5.00,5.00,1
26.00,9203.00,4526584.00,13.00,226259.00,113.00,108.00,71.00,97.00,115.00,128.00,78.00,38.00,39997.00,598387.00,96223.00,729111.00,580819.00,0
28.00,11797.00,4757654.00,10.00,215749.00,53.00,116.00,41.00,60.00,88.00,49.00,44.00,23.00,1049014.00,1025681.00,107820.00,165502.00,348820.00,0
22.00,11198.00,3930878.00,10.00,216044.00,66.00,81.00,64.00,84.00,44.00,96.00,118.00,43.00,764340.00,210827.00,570042.00,660349.00,121063.00,1
32.00,3978.00,4265969.00,11.00,215277.00,59.00,124.00,50.00,59.00,74.00,68.00,105.00,43.00,374300.00,1129964.00,782171.00,620162.00,339218.00,1
26.00,9027.00,4831177.00,13.00,145428.00,93.00,44.00,89.00,60.00,92.00,120.00,97.00,28.00,913859.00,531607.00,414838.00,504703.00,236185.00,0
22.00,4082.00,4286134.00,14.00,99930.00,72.00,107.00,41.00,52.00,99.00,114.00,121.00,37.00,897593.00,397353.00,392658.00,432107.00,443674.00,3
35.00,8202.00,5003094.00,15.00,152011.00,124.00,69.00,106.00,122.00,66.00,47.00,62.00,33.00,63587.00,956480.00,5.00,5.00,5.00,0
34.00,4426.00,4018659.00,13.00,152237.00,55.00,93.00,74.00,85.00,126.00,64.00,95.00,42.00,467622.00,495791.00,583100.00,772629.00,258196.00,2
22.00,9710.00,4868748.00,10.00,105734.00,88.00,73.00,45.00,43.00,41.00,84.00,93.00,31.00,375529.00,785339.00,5.00,5.00,5.00,0
31.00,11175.00,4115067.00,11.00,209818.00,117.00,75.00,118.00,104.00,103.00,52.00,113.00,44.00,549737.00,490305.00,245726.00,539518.00,623755.00,2
34.00,8613.00,3827460.00,12.00,210109.00,118.00,112.00,53.00,49.00,99.00,68.00,74.00,41.00,241929.00,984858.00,5.00,5.00,5.00,2
33.00,5420.00,4281958.00,10.00,186992.00,113.00,40.00,42.00,42.00,78.00,106.00,57.00,28.00,740502.00,1197447.00,180453.00,524563.00,291808.00,1
28.00,6416.00,4348954.00,14.00,166501.00,117.00,102.00,124.00,47.00,94.00,62.00,57.00,40.00,742649.00,114215.00,123195.00,548107.00,622450.00,3
27.00,5291.00,4818713.00,11.00,110245.00,84.00,44.00,109.00,92.00,65.00,118.00,114.00,22.00,913806.00,743102.00,269814.00,414263.00,491134.00,2
25.00,9361.00,4599475.00,11.00,217119.00,114.00,127.00,124.00,122.00,66.00,39.00,69.00,34.00,65767.00,795454.00,5.00,5.00,5.00,0
23.00,6071.00,4640028.00,10.00,183314.00,83.00,78.00,41.00,88.00,40.00,111.00,126.00,34.00,993497.00,764847.00,5.00,5.00,5.00,2
26.00,7283.00,4460732.00,11.00,131744.00,80.00,50.00,91.00,39.00,115.00,109.00,101.00,23.00,157247.00,656140.00,5.00,5.00,5.00,3
34.00,7556.00,4211426.00,15.00,105923.00,46.00,74.00,124.00,104.00,84.00,71.00,125.00,28.00,304649.00,439465.00,640163.00,431370.00,192392.00,3
33.00,6587.00,4270519.00,14.00,164140.00,107.00,39.00,39.00,83.00,103.00,52.00,103.00,45.00,1016447.00,222358.00,5.00,5.00,5.00,3
33.00,10828.00,4834430.00,14.00,186684.00,45.00,48.00,90.00,63.00,112.00,43.00,103.00,38.00,865024.00,1036923.00,385934.00,325258.00,151705.00,3
29.00,6728.00,4286163.00,13.00,168846.00,67.00,109.00,63.00,65.00,56.00,101.00,80.00,22.00,290941.00,1083115.00,5.00,5.00,5.00,2
30.00,8112.00,4724631.00,15.00,146988.00,46.00,123.00,52.00,95.00,54.00,90.00,109.00,34.00,94049.00,1199348.00,5.00,5.00,5.00,3
35.00,11793.00,4795785.00,13.00,196161.00,91.00,125.00,78.00,43.00,64.00,45.00,101.00,22.00,784942.00,1129819.00,5.00,5.00,5.00,1
24.00,3010.00,4830356.00,14.00,199182.00,78.00,82.00,67.00,112.00,62.00,101.00,98.00,34.00,270089.00,130153.00,5.00,5.00,5.00,3
32.00,10567.00,4170819.00,13.00,177815.00,85.00,127.00,117.00,52.00,89.00,46.00,64.00,26.00,893471.00,765359.00,12476.00,453537.00,24299.00,0
23.00,8439.00,4749487.00,12.00,194449.00,120.00,125.00,76.00,87.00,95.00,90.00,65.00,22.00,602528.00,382682.00,5.00,5.00,5.00,3
27.00,4940.00,4696100.00,15.00,186779.00,70.00,84.00,71.00,71.00,108.00,108.00,108.00,41.00,1014264.00,600177.00,5.00,5.00,5.00,3
34.00,5716.00,4578944.00,12.00,175070.00,70.00,117.00,51.00,99.00,77.00,64.00,69.00,25.00,162124.00,871431.00,282005.00,232311.00,318296.00,2
27.00,10267.00,4171468.00,11.00,94252.00,81.00,99.00,63.00,68.00,119.00,76.00,46.00,39.00,137816.00,392395.00,406646.00,11905.00,638662.00,0
32.00,11523.00,4547371.00,10.00,101203.00,81.00,112.00,67.00,113.00,114.00,87.00,56.00,39.00,1134749.00,839875.00,683341.00,296127.00,532352.00,3
25.00,4925.00,4128642.00,13.00,114267.00,79.00,71.00,91.00,82.00,110.00,74.00,59.00,24.00,590994.00,316126.00,755498.00,130813.00,587277.00,3
24.00,5361.00,4701383.00,12.00,161285.00,42.00,123.00,80.00,98.00,57.00,63.00,61.00,25.00,501576.00,453557.00,66014.00,89068.00,122500.00,0
25.00,5172.00,4817053.00,15.00,105837.00,98.00,118.00,78.00,104.00,71.00,63.00,66.00,22.00,710928.00,875336.00,77393.00,235113.00,665024.00,0
24.00,11994.00,4194696.00,15.00,172915.00,79.00,62.00,104.00,58.00,94.00,115.00,89.00,22.00,168613.00,137240.00,550268.00,301626.00,234613.00,3
27.00,11265.00,4617482.00,12.00,129470.00,93.00,81.00,83.00,85.00,109.00,78.00,86.00,45.00,588878.00,377033.00,5.00,5.00,5.00,3
34.00,6648.00,4529290.00,15.00,109871.00,48.00,112.00,99.00,85.00,59.00,87.00,78.00,35.00,955296.00,540654.00,5.00,5.00,5.00,3
24.00,10219.00,4085732.00,12.00,169813.00,102.00,86.00,85.00,88.00,56.00,49.00,121.00,37.00,373305.00,640478.00,781722.00,726923.00,672459.00,1
24.00,10310.00,4676558.00,11.00,128806.00,55.00,107.00,65.00,65.00,82.00,80.00,94.00,37.00,1168420.00,559160.00,5.00,5.00,5.00,0
23.00,11465.00,4026923.00,10.00,125795.00,55.00,73.00,124.00,72.00,50.00,69.00,99.00,38.00,1061213.00,1186388.00,5.00,5.00,5.00,2
28.00,4853.00,3900189.00,12.00,106850.00,99.00,89.00,123.00,110.00,108.00,67.00,58.00,33.00,1019551.00,332115.00,5.00,5.00,5.00,3
31.00,8737.00,4468031.00,12.00,126179.00,55.00,127.00,45.00,60.00,42.00,92.00,114.00,28.00,608741.00,391204.00,392899.00,170888.00,707455.00,2
27.00,10699.00,4977738.00,15.00,116254.00,60.00,124.00,50.00,59.00,97.00,86.00,68.00,40.00,520216.00,1130778.00,5.00,5.00,5.00,2
26.00,6249.00,4327627.00,12.00,138099.00,100.00,109.00,123.00,85.00,95.00,90.00,72.00,27.00,686065.00,49524.00,61646.00,704530.00,243265.00,0
27.00,10098.00,4252898.00,14.00,223813.00,51.00,57.00,96.00,46.00,65.00,63.00,119.00,41.00,506343.00,808770.00,608544.00,319702.00,336238.00,2
25.00,4343.00,4712927.00,12.00,94765.00,82.00,56.00,90.00,52.00,45.00,89.00,75.00,43.00,324218.00,1187876.00,147939.00,604064.00,282802.00,1
27.00,4391.00,4996208.00,11.00,93786.00,89.00,86.00,91.00,104.00,42.00,76.00,123.00,43.00,1189209.00,896649.00,5.00,5.00,5.00,0
30.00,7010.00,4758398.00,11.00,215077.00,113.00,59.00,78.00,70.00,105.00,43.00,94.00,43.00,99906.00,984167.00,5.00,5.00,5.00,0
23.00,9587.00,4986234.00,15.00,154519.00,52.00,64.00,108.00,72.00,115.00,63.00,67.00,36.00,146113.00,1183102.00,140340.00,641476.00,332694.00,2
33.00,9592.00,4300157.00,11.00,113820.00,107.00,64.00,112.00,71.00,82.00,114.00,79.00,44.00,815210.00,306268.00,66179.00,645660.00,146936.00,2
34.00,6666.00,4782939.00,12.00,160130.00,60.00,109.00,78.00,89.00,45.00,105.00,54.00,25.00,434189.00,564698.00,613953.00,750183.00,375682.00,1
27.00,11498.00,4075659.00,14.00,146982.00,126.00,40.00,66.00,94.00,128.00,105.00,72.00,38.00,708793.00,156291.00,5.00,5.00,5.00,3
35.00,7369.00,4823392.00,15.00,121695.00,127.00,90.00,109.00,61.00,77.00,95.00,99.00,43.00,8984.00,1200649.00,50444.00,389092.00,649028.00,2
33.00,6963.00,4972412.00,10.00,189400.00,125.00,48.00,118.00,59.00,70.00,105.00,110.00,25.00,851582.00,699521.00,678396.00,765773.00,546423.00,2
27.00,8669.00,4616230.00,11.00,138648.00,75.00,46.00,56.00,120.00,84.00,91.00,56.00,23.00,502947.00,597869.00,339418.00,116953.00,793961.00,0
23.00,4546.00,4634174.00,14.00,180027.00,84.00,84.00,84.00,44.00,109.00,51.00,90.00,45.00,130084.00,82186.00,5.00,5.00,5.00,2
26.00,8869.00,4872346.00,10.00,135248.00,90.00,72.00,40.00,60.00,83.00,51.00,112.00,24.00,1177748.00,28022.00,93320.00,225454.00,221372.00,0
31.00,7352.00,3835942.00,11.00,201399.00,41.00,41.00,124.00,126.00,102.00,120.00,52.00,32.00,819035.00,777323.00,110811.00,453801.00,325999.00,0
24.00,10520.00,4220108.00,12.00,186946.00,95.00,96.00,119.00,119.00,76.00,39.00,92.00,22.00,361289.00,668759.00,59437.00,431017.00,794704.00,2
28.00,9878.00,5003361.00,15.00,204647.00,122.00,102.00,111.00,70.00,63.00,79.00,41.00,32.00,981417.00,834506.00,403261.00,16855.00,721322.00,3
25.00,11256.00,4742632.00,15.00,149356.00,63.00,128.00,120.00,80.00,68.00,126.00,48.00,22.00,761864.00,659551.00,289176.00,455211.00,340102.00,0
35.00,3235.00,4079242.00,15.00,225005.00,42.00,90.00,59.00,74.00,74.00,114.00,91.00,23.00,945075.00,270234.00,661216.00,448258.00,69432.00,2
30.00,8715.00,4725627.00,12.00,200905.00,119.00,122.00,44.00,72.00,51.00,127.00,72.00,43.00,879352.00,844362.00,242881.00,439799.00,733219.00,2
31.00,3465.00,4230570.00,15.00,199426.00,77.00,74.00,111.00,121.00,106.00,128.00,76.00,34.00,364186.00,888527.00,492947.00,352946.00,578238.00,2
34.00,3966.00,4464879.00,15.00,158545.00,103.00,82.00,106.00,103.00,100.00,85.00,70.00,24.00,532518.00,398139.00,5.00,5.00,5.00,3
33.00,11590.00,4844875.00,15.00,134856.00,112.00,53.00,114.00,93.00,118.00,75.00,52.00,31.00,139678.00,117445.00,5.00,5.00,5.00,1
22.00,5208.00,3930038.00,10.00,161919.00,105.00,124.00,41.00,48.00,47.00,121.00,114.00,31.00,1134593.00,894443.00,474415.00,661774.00,138605.00,2
31.00,5400.00,4281346.00,13.00,132262.00,118.00,85.00,86.00,74.00,66.00,65.00,105.00,43.00,500935.00,559464.00,529438.00,384057.00,621237.00,2
31.00,2991.00,4931105.00,14.00,164118.00,78.00,105.00,128.00,50.00,105.00,122.00,57.00,34.00,57794.00,1159701.00,797451.00,321824.00,720180.00,1
23.00,7096.00,4810099.00,11.00,186846.00,76.00,49.00,64.00,113.00,116.00,91.00,89.00,30.00,742700.00,1159462.00,457327.00,488607.00,85374.00,1
25.00,8228.00,4286411.00,11.00,190675.00,59.00,84.00,81.00,62.00,93.00,39.00,58.00,28.00,1161296.00,265428.00,744575.00,218300.00,690860.00,0
25.00,6578.00,4155390.00,12.00,159529.00,77.00,65.00,65.00,73.00,96.00,128.00,90.00,24.00,599419.00,352099.00,5.00,5.00,5.00,2
30.00,7864.00,4711166.00,13.00,161317.00,40.00,61.00,88.00,64.00,120.00,106.00,49.00,38.00,397610.00,110996.00,5.00,5.00,5.00,3
25.00,3949.00,4208237.00,13.00,191270.00,84.00,41.00,112.00,109.00,81.00,115.00,107.00,23.00,173938.00,950334.00,155852.00,175071.00,162736.00,1
33.00,6214.00,3889070.00,10.00,190629.00,54.00,63.00,87.00,75.00,117.00,70.00,120.00,38.00,518083.00,72051.00,728505.00,206790.00,540160.00,2
26.00,8234.00,4536902.00,10.00,97915.00,84.00,79.00,56.00,87.00,101.00,66.00,79.00,41.00,441296.00,763628.00,5.00,5.00,5.00,3
24.00,5439.00,4537507.00,12.00,111552.00,41.00,120.00,94.00,107.00,85.00,55.00,94.00,25.00,414291.00,875269.00,176872.00,519671.00,549870.00,0
25.00,3160.00,4633627.00,15.00,147161.00,121.00,91.00,120.00,91.00,83.00,128.00,66.00,33.00,408065.00,845515.00,5.00,5.00,5.00,2
22.00,7234.00,4970449.00,13.00,163213.00,92.00,95.00,100.00,86.00,56.00,75.00,79.00,31.00,21284.00,868154.00,63535.00,720268.00,86072.00,2
31.00,9693.00,4139097.00,14.00,183058.00,91.00,54.00,94.00,121.00,108.00,47.00,49.00,34.00,163195.00,20984.00,5.00,5.00,5.00,0
29.00,8306.00,4794196.00,10.00,206494.00,94.00,109.00,39.00,106.00,108.00,39.00,75.00,45.00,718624.00,879407.00,554257.00,396837.00,518283.00,2
34.00,5996.00,4487234.00,11.00,165073.00,64.00,70.00,121.00,118.00,53.00,98.00,46.00,42.00,459302.00,884770.00,423124.00,148032.00,488811.00,1
25.00,5421.00,5015912.00,12.00,184014.00,66.00,116.00,88.00,86.00,123.00,60.00,43.00,22.00,333841.00,320995.00,575980.00,774399.00,696158.00,0
34.00,11164.00,4418987.00,12.00,207239.00,89.00,65.00,107.00,105.00,74.00,41.00,61.00,44.00,401443.00,487365.00,271982.00,124838.00,310254.00,0
34.00,7339.00,4770454.00,15.00,159135.00,90.00,74.00,41.00,120.00,111.00,50.00,51.00,25.00,528531.00,407405.00,176159.00,440706.00,41364.00,0
28.00,7716.00,4251256.00,11.00,185226.00,43.00,68.00,114.00,70.00,108.00,95.00,95.00,36.00,432094.00,100544.00,429798.00,704685.00,35152.00,1
22.00,7640.00,3828703.00,14.00,130292.00,51.00,79.00,43.00,56.00,60.00,41.00,62.00,22.00,1150939.00,1141001.00,293007.00,808450.00,431747.00,0
24.00,11484.00,4519841.00,15.00,121656.00,88.00,40.00,66.00,53.00,95.00,88.00,55.00,30.00,718258.00,676312.00,209484.00,346081.00,693440.00,3
23.00,9397.00,4693861.00,15.00,169257.00,128.00,60.00,124.00,77.00,99.00,99.00,44.00,28.00,934015.00,849436.00,679354.00,654554.00,196588.00,1
24.00,3896.00,4688988.00,12.00,135911.00,63.00,72.00,43.00,51.00,69.00,53.00,100.00,43.00,507330.00,255523.00,114139.00,284137.00,624077.00,2
26.00,5466.00,4377707.00,10.00,218636.00,80.00,107.00,66.00,62.00,88.00,62.00,102.00,25.00,809465.00,974987.00,396598.00,105339.00,807076.00,2
